index;PDB ID;Dek's category;Classification;Date;Authors;DOI;Pubmed ID
225;4U3H;original de novo design;DE NOVO PROTEIN             ;21-JUL-14;B.T.POREBSKI,S.MCGOWAN,A.M.BUCKLE                                    ;http://dx.doi.org/10.1093/protein/gzv002;25691761.0
226;4UOT;original de novo design;DE NOVO PROTEIN             ;09-JUN-14;G.OBERDORFER,P.HUANG,X.Y.PEI,C.XU,T.GONEN,B.NANNENGA,D.DIMAIO,        J.ROGERS,B.F.LUISI,D.BAKER                                          ;http://dx.doi.org/10.1126/science.1257481;25342806.0
227;4UOS;original de novo design;DE NOVO PROTEIN             ;09-JUN-14;G.OBERDORFER,P.HUANG,X.Y.PEI,C.XU,T.GONEN,B.NANNENGA,D.DIMAIO,        J.ROGERS,B.F.LUISI,D.BAKER                                          ;http://dx.doi.org/10.1126/science.1257481;25342806.0
228;4TQL;original de novo design;DE NOVO PROTEIN             ;11-JUN-14;B.L.NANNENGA,G.OBERDORFER,F.DIMAIO,D.BAKER,T.GONEN                   ;http://dx.doi.org/10.1126/science.1257481;25342806.0
229;4WSL;original de novo design;DE NOVO PROTEIN             ;28-OCT-14;S.C.COQUILLE,A.FILIPOVSKA,T.S.CHIA,L.RAJAPPA,J.P.LINGFORD,            M.F.M.RAZIF,S.THORE,O.RACKHAM                                       ;http://dx.doi.org/10.1038/ncomms6729;25517350.0
230;4PJQ;original de novo design;DE NOVO PROTEIN, RNA BINDING PROTEIN  ;12-MAY-14;S.C.COQUILLE,A.FILIPOVSKA,T.S.CHIA,L.RAJAPPA,J.P.LINGFORD,            M.F.M.RAZIF,S.THORE,O.RACKHAM                                       ;http://dx.doi.org/10.1038/ncomms6729;25517350.0
231;4PJR;original de novo design;DE NOVO PROTEIN, RNA BINDING PROTEIN  ;12-MAY-14;S.C.COQUILLE,A.FILIPOVSKA,T.S.CHIA,L.RAJAPPA,J.P.LINGFORD,            M.F.M.RAZIF,S.THORE,O.RACKHAM                                       ;http://dx.doi.org/10.1038/ncomms6729;25517350.0
232;4PJS;original de novo design;DE NOVO PROTEIN, RNA BINDING PROTEIN  ;12-MAY-14;S.C.COQUILLE,A.FILIPOVSKA,T.S.CHIA,L.RAJAPPA,J.P.LINGFORD,            M.F.M.RAZIF,S.THORE,O.RACKHAM                                       ;http://dx.doi.org/10.1038/ncomms6729;25517350.0
233;4WN4;original de novo design;DE NOVO PROTEIN             ;10-OCT-14;S.C.COQUILLE,A.FILIPOVSKA,T.S.CHIA,L.RAJAPPA,J.P.LINGFORD,            M.F.M.RAZIF,S.THORE,O.RACKHAM                                       ;http://dx.doi.org/10.1038/ncomms6729;25517350.0
234;4YXX;original de novo design;DE NOVO PROTEIN             ;23-MAR-15;L.DOYLE,J.BOLDUC,B.L.STODDARD,P.BRADLEY                              ;http://dx.doi.org/10.1038/nature16191;26675735.0
235;4YXY;original de novo design;DE NOVO PROTEIN             ;23-MAR-15;L.DOYLE,B.L.STODDARD,P.BRADLEY                                       ;http://dx.doi.org/10.1038/nature16191;26675735.0
236;4YXZ;relative of another de novo design;DE NOVO PROTEIN             ;23-MAR-15;L.DOYLE,B.L.STODDARD,P.BRADLEY                                       ;http://dx.doi.org/10.1038/nature16191;26675735.0
237;4YY2;original de novo design;DE NOVO PROTEIN             ;23-MAR-15;J.P.HALLINAN,P.BRADLEY,B.L.STODDARD                                  ;http://dx.doi.org/10.1038/nature16191;26675735.0
238;4YY5;relative of another de novo design;DE NOVO PROTEIN             ;23-MAR-15;J.P.HALLINAN,P.BRADLEY,B.L.STODDARD                                  ;http://dx.doi.org/10.1038/nature16191;26675735.0
239;4Z1R;small, non-systematic, and other;STRUCTURAL PROTEIN           ;27-MAR-15;M.E.PLONSKA-BRZEZINSKA,J.CZYRKO,D.M.BRUS,M.IMIERSKA,K.BRZEZINSKI     ;http://dx.doi.org/10.1039/c5ra15469c;
240;4ZCN;relative of another de novo design;DE NOVO PROTEIN             ;16-APR-15;A.R.D.VOET,H.NOGUCHI,C.ADDY,K.Y.J.ZHANG,J.R.H.TAME                   ;;
241;5BVB;engineered;DE NOVO PROTEIN             ;04-JUN-15;L.A.DOYLE,B.L.STODDARD                                               ;http://dx.doi.org/10.1021/acs.jcim.5b00387;26419257.0
242;5BVL;original de novo design;DE NOVO PROTEIN             ;05-JUN-15;K.FELDMEIER,B.HOCKER                                                 ;http://dx.doi.org/10.1038/nchembio.1966;26595462.0
243;6WVS;original de novo design;DE NOVO PROTEIN             ;06-MAY-20;M.J.BICK,I.C.HAYDON,S.J.CALDWELL,C.ZEYMER,P.HUANG,D.A.FERNANDEZ-      VELASCO,D.BAKER                                                     ;http://dx.doi.org/10.1073/pnas.2008535117;33203677.0
244;5BYO;original de novo design;DE NOVO PROTEIN             ;10-JUN-15;L.DOYLE,B.L.STODDARD,P.BRADLEY                                       ;http://dx.doi.org/10.1038/nature16191;26675735.0
245;5CHB;original de novo design;DE NOVO PROTEIN             ;10-JUL-15;A.R.D.VOET,H.NOGUCHI,C.ADDY,K.Y.J.ZHANG,J.R.H.TAME                   ;http://dx.doi.org/10.1002/anie.201503575;26136355.0
246;5CWB;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
247;5CWD;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
248;5CWC;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
249;5CWF;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
250;5CWH;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
251;5CWG;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
252;5CWQ;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
253;5CWJ;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
254;5CWI;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
255;5CWL;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
256;5CWK;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
257;5CWM;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
258;5CWN;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
259;5CWO;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
260;5CWP;original de novo design;DE NOVO PROTEIN             ;28-JUL-15;G.BHABHA,D.C.EKIERT                                                  ;http://dx.doi.org/10.1038/nature16162;26675729.0
261;5EHB;original de novo design;DE NOVO PROTEIN             ;28-OCT-15;R.LIZATOVIC,O.AURELIUS,O.STENSTROM,T.DRAKENBERG,M.AKKE,D.T.LOGAN,     I.ANDRE                                                             ;http://dx.doi.org/10.1016/j.str.2016.03.027;27161978.0
262;5EON;original de novo design;DE NOVO PROTEIN             ;10-NOV-15;R.K.SPENCER,A.I.HOCHBAUM                                             ;http://dx.doi.org/10.1021/acs.biochem.6b00201;27192036.0
263;5ET3;original de novo design;DE NOVO PROTEIN             ;17-NOV-15;K.-H.KIM,Y.H.KIM,R.ACHARYA,N.H.KIM,J.PAUL,G.GRIGORYAN,W.F.DEGRADO    ;http://dx.doi.org/10.1038/ncomms11429;27113637.0
264;5EZ8;relative of another de novo design;DE NOVO PROTEIN             ;26-NOV-15;A.J.BURTON,R.L.BRADY,D.N.WOOLFSON                                    ;http://dx.doi.org/10.1038/nchem.2555;27554410.0
265;5EZ9;relative of another de novo design;DE NOVO PROTEIN             ;26-NOV-15;A.J.BURTON,R.L.BRADY,D.N.WOOLFSON                                    ;http://dx.doi.org/10.1038/nchem.2555;27554410.0
266;5EZA;relative of another de novo design;DE NOVO PROTEIN             ;26-NOV-15;A.J.BURTON,R.L.BRADY,D.N.WOOLFSON                                    ;http://dx.doi.org/10.1038/nchem.2555;27554410.0
267;5EZC;original de novo design;DE NOVO PROTEIN             ;26-NOV-15;A.J.BURTON,R.L.BRADY,D.N.WOOLFSON                                    ;http://dx.doi.org/10.1038/nchem.2555;27554410.0
268;5EZE;relative of another de novo design;DE NOVO PROTEIN             ;26-NOV-15;A.J.BURTON,R.L.BRADY,D.N.WOOLFSON                                    ;http://dx.doi.org/10.1038/nchem.2555;27554410.0
269;5F2Y;relative of another de novo design;DE NOVO PROTEIN             ;02-DEC-15;A.J.BURTON,R.L.BRADY,D.N.WOOLFSON                                    ;http://dx.doi.org/10.1038/nchem.2555;27554410.0
270;5F53;relative of another de novo design;DE NOVO PROTEIN             ;04-DEC-15;A.R.D.VOET,J.R.H.TAME                                                ;;
271;5HKN;relative of another de novo design;DE NOVO PROTEIN             ;14-JAN-16;J.PAUL,R.ACHARYA,K.-H.KIM,Y.H.KIM,N.H.KIM,G.GRIGORYAN,W.F.DEGARDO    ;http://dx.doi.org/10.1038/ncomms11429;27113637.0
272;5HKR;relative of another de novo design;DE NOVO PROTEIN             ;14-JAN-16;R.ACHARYA,Y.H.KIM,G.GRIGORYAN,W.F.DEGARDO                            ;http://dx.doi.org/10.1038/ncomms11429;27113637.0
273;5J2L;original de novo design;DE NOVO PROTEIN             ;29-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
274;5J73;original de novo design;DE NOVO PROTEIN             ;05-APR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
275;5IZS;original de novo design;DE NOVO PROTEIN             ;25-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,G.OBERDORFER;http://dx.doi.org/10.1126/science.aad8865;27151862.0
276;5J0L;original de novo design;DE NOVO PROTEIN             ;28-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
277;5J0K;original de novo design;DE NOVO PROTEIN             ;28-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
278;5J10;original de novo design;DE NOVO PROTEIN             ;28-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
279;5J0H;original de novo design;DE NOVO PROTEIN             ;28-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
280;5J0J;original de novo design;DE NOVO PROTEIN             ;28-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
281;5J0I;original de novo design;DE NOVO PROTEIN             ;28-MAR-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,S.BOYKEN,Z.CHEN,B.GROVES,    R.A.LANGAN,G.OBERDORFER,A.FORD,J.GILMORE,C.XU,F.DIMAIO,G.SEELIG     ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
282;5JQZ;original de novo design;DE NOVO PROTEIN             ;05-MAY-16;B.SANKARAN,P.H.ZWART,J.H.PEREIRA,D.BAKER,G.OBERDORFER,S.E.BOYKEN,     Z.CHEN                                                              ;http://dx.doi.org/10.1126/science.aad8865;27151862.0
283;5K7V;original de novo design;DE NOVO PROTEIN             ;26-MAY-16;B.SANKARAN,P.H.ZWART,J.A.FALLAS,J.H.PEREIRA,G.UEDA,D.BAKER           ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
284;4HB5;original de novo design;DE NOVO PROTEIN             ;27-SEP-12;S.VOROBIEV,M.SU,F.PARMEGGIANI,J.SEETHARAMAN,P.-S.HUANG,M.MAGLAQUI,    R.XIAO,D.LEE,J.K.EVERETT,T.B.ACTON,D.BAKER,G.T.MONTELIONE,L.TONG,    J.F.HUNT,NORTHEAST STRUCTURAL GENOMICS CONSORTIUM (NESG)            ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
285;4GPM;original de novo design;DE NOVO PROTEIN             ;21-AUG-12;S.VOROBIEV,M.SU,F.PARMEGGIANI,J.SEETHARAMAN,P.-S.HUANG,M.MAGLAQUI,    R.XIAO,D.LEE,J.K.EVERETT,T.B.ACTON,D.BAKER,G.T.MONTELIONE,L.TONG,    J.F.HUNT,NORTHEAST STRUCTURAL GENOMICS CONSORTIUM (NESG)            ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
286;4HXT;original de novo design;DE NOVO PROTEIN             ;12-NOV-12;S.VOROBIEV,M.SU,F.PARMEGGIANI,J.SEETHARAMAN,P.-S.HUANG,M.MAGLAQUI,    X.XIAO,D.LEE,J.K.EVERETT,T.B.ACTON,D.BAKER,G.T.MONTELIONE,L.TONG,    J.F.HUNT,NORTHEAST STRUCTURAL GENOMICS CONSORTIUM (NESG)            ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
287;4GMR;original de novo design;DE NOVO PROTEIN             ;16-AUG-12;S.VOROBIEV,M.SU,F.PARMEGGIANI,J.SEETHARAMAN,P.-S.HUANG,M.MAO,R.XIAO,  D.LEE,J.K.EVERETT,T.B.ACTON,D.BAKER,G.T.MONTELIONE,L.TONG,J.F.HUNT,  NORTHEAST STRUCTURAL GENOMICS CONSORTIUM (NESG)                     ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
288;5KWD;original de novo design;DE NOVO PROTEIN             ;17-JUL-16;J.A.FALLAS,B.SANKARAN,P.ZWART,D.BAKER                                ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
289;5HRZ;original de novo design;DE NOVO PROTEIN             ;24-JAN-16;D.CASCIO,D.E.MCNAMARA,J.A.FALLAS,D.BAKER,T.O.YEATES                  ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
290;5HRY;original de novo design;DE NOVO PROTEIN             ;24-JAN-16;D.CASCIO,D.E.MCNAMARA,J.A.FALLAS,D.BAKER,T.O.YEATES                  ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
291;5HS0;original de novo design;DE NOVO PROTEIN             ;24-JAN-16;D.E.MCNAMARA,D.CASCIO,J.A.FALLAS,D.BAKER,T.O.YEATES                  ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
292;5KBA;original de novo design;DE NOVO PROTEIN             ;02-JUN-16;B.SANKARAN,P.H.ZWART,J.A.FALLAS,J.H.PEREIRA,G.UEDA,D.BAKER           ;http://dx.doi.org/10.1038/nchem.2673;28338692.0
293;5K92;relative of another de novo design;DE NOVO PROTEIN             ;31-MAY-16;L.RUCKTHONG,M.L.ZASTROW,J.A.STUCKEY,V.L.PECORARO                     ;http://dx.doi.org/10.1021/jacs.6b07165;27532255.0
294;5KB0;relative of another de novo design;DE NOVO PROTEIN             ;02-JUN-16;L.RUCKTHONG,M.L.ZASTROW,J.A.STUCKEY,V.L.PECORARO                     ;http://dx.doi.org/10.1021/jacs.6b07165;27532255.0
295;5KB1;relative of another de novo design;DE NOVO PROTEIN             ;02-JUN-16;L.RUCKCTHONG,M.L.ZASTROW,J.A.STUCKEY,V.L.PECORARO                    ;http://dx.doi.org/10.1021/jacs.6b07165;27532255.0
296;5KB2;relative of another de novo design;DE NOVO PROTEIN             ;02-JUN-16;L.RUCKTHONG,M.L.ZASTROW,J.A.STUCKEY,V.L.PECORARO                     ;http://dx.doi.org/10.1021/jacs.6b07165;27532255.0
297;5KPE;original de novo design;DE NOVO PROTEIN             ;03-JUL-16;Y.TANG,G.LIU,D.BAKER,G.T.MONTELIONE,NORTHEAST STRUCTURAL GENOMICS     CONSORTIUM (NESG)                                                   ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
298;5KPH;original de novo design;DE NOVO PROTEIN             ;04-JUL-16;Y.TANG,G.LIU,G.T.MONTELIONE,NORTHEAST STRUCTURAL GENOMICS CONSORTIUM  (NESG)                                                              ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
299;5L33;original de novo design;DE NOVO PROTEIN             ;03-AUG-16;G.OBERDORFER,E.MARCOS,B.BASANTA,T.M.CHIDYAUSIKU,B.SANKARAN,D.BAKER   ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
300;5TPJ;original de novo design;DE NOVO PROTEIN             ;20-OCT-16;B.BASANTA,G.OBERDORFER,E.MARCOS,T.M.CHIDYAUSIKU,B.SANKARAN,D.BAKER   ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
301;5TPH;original de novo design;DE NOVO PROTEIN             ;20-OCT-16;B.BASANTA,E.MARCOS,G.OBERDORFER,T.M.CHIDYAUSIKU,B.SANKARAN,D.BAKER   ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
302;5U35;original de novo design;DE NOVO PROTEIN             ;01-DEC-16;G.OBERDORFER,E.MARCOS,B.BASANTA,T.M.CHIDYAUSIKU,B.SANKARAN,P.H.ZWART, D.BAKER                                                             ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
303;5TS4;original de novo design;DE NOVO PROTEIN             ;27-OCT-16;B.BASANTA,G.OBERDORFER,T.M.CHIDYAUSIKU,E.MARCOS,J.H.PEREIRA,          B.SANKARAN,P.H.ZWART,D.BAKER                                        ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
304;5TRV;original de novo design;DE NOVO PROTEIN             ;27-OCT-16;B.BASANTA,G.OBERDORFER,E.MARCOS,T.M.CHIDYAUSIKU,B.SANKARAN,D.BAKER   ;http://dx.doi.org/10.1126/science.aah7389;28082595.0
305;5KVN;original de novo design;DE NOVO PROTEIN             ;14-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
306;2ND3;original de novo design;DE NOVO PROTEIN             ;22-APR-16;S.V.PULAVARTI,C.D.BAHL,J.M.GILMORE,A.ELETSKY,G.W.BUCHKO,D.BAKER,      T.SZYPERSKI                                                         ;http://dx.doi.org/10.1038/nature19791;27626386.0
307;2ND2;original de novo design;DE NOVO PROTEIN             ;22-APR-16;S.V.PULAVARTI,A.ELETSKY,C.D.BAHL,G.W.BUCHKO,D.BAKER,T.SZYPERSKI      ;http://dx.doi.org/10.1038/nature19791;27626386.0
308;5KWO;relative of another de novo design;DE NOVO PROTEIN             ;18-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
309;5KWP;relative of another de novo design;DE NOVO PROTEIN             ;18-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
310;5KWX;relative of another de novo design;DE NOVO PROTEIN             ;19-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
311;5KWZ;relative of another de novo design;DE NOVO PROTEIN             ;19-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
312;5KX0;relative of another de novo design;DE NOVO PROTEIN             ;19-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
313;5KX1;relative of another de novo design;DE NOVO PROTEIN             ;19-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
314;5KX2;relative of another de novo design;DE NOVO PROTEIN             ;19-JUL-16;P.J.HARVEY,D.J.CRAIK                                                 ;http://dx.doi.org/10.1038/nature19791;27626386.0
315;5LO3;original de novo design;STRUCTURAL PROTEIN           ;08-AUG-16;E.G.BAKER,K.L.HUDSON,C.WILLIAMS,G.G.BARTLETT,J.W.HEAL,R.B.SESSIONS,   M.P.CRUMP,D.N.WOOLFSON                                              ;http://dx.doi.org/10.1038/nchembio.2380;28530710.0
316;5LO2;original de novo design;STRUCTURAL PROTEIN           ;08-AUG-16;E.G.BAKER,K.L.HUDSON,C.WILLIAMS,G.G.BARTLETT,J.W.HEAL,R.B.SESSIONS,   M.P.CRUMP,D.N.WOOLFSON                                              ;http://dx.doi.org/10.1038/nchembio.2380;28530710.0
317;5LO4;original de novo design;STRUCTURAL PROTEIN           ;08-AUG-16;E.G.BAKER,C.WILLIAMS,K.L.HUDSON,G.G.BARTLETT,J.W.HEAL,R.B.SESSIONS,   M.P.CRUMP,D.N.WOOLFSON                                              ;http://dx.doi.org/10.1038/nchembio.2380;28530710.0
318;5TGY;original de novo design;UNKNOWN FUNCTION            ;28-SEP-16;N.F.POLIZZI,Y.WU                                                     ;http://dx.doi.org/10.1038/nchem.2846;29168496.0
319;5TGW;original de novo design;UNKNOWN FUNCTION            ;28-SEP-16;N.F.POLIZZI,Y.WU                                                     ;http://dx.doi.org/10.1038/nchem.2846;29168496.0
320;5U59;original de novo design;DE NOVO PROTEIN             ;06-DEC-16;N.A.TAVENOR,M.J.MURNIN,W.S.HORNE                                     ;http://dx.doi.org/10.1021/jacs.7b00651;28161945.0
321;5U5A;relative of another de novo design;DE NOVO PROTEIN             ;06-DEC-16;N.A.TAVENOR,M.J.MURNIN,W.S.HORNE                                     ;http://dx.doi.org/10.1021/jacs.7b00651;28161945.0
322;5U5B;original de novo design;DE NOVO PROTEIN             ;06-DEC-16;N.A.TAVENOR,M.J.MURNIN,W.S.HORNE                                     ;http://dx.doi.org/10.1021/jacs.7b00651;28161945.0
323;5U5C;original de novo design;DE NOVO PROTEIN             ;06-DEC-16;N.A.TAVENOR,M.J.MURNIN,W.S.HORNE                                     ;http://dx.doi.org/10.1021/jacs.7b00651;28161945.0
324;5U9T;relative of another de novo design;DE NOVO PROTEIN             ;18-DEC-16;L.RUCKTHONG,A.F.A.PEACOCK,J.A.STUCKEY,V.L.PECORARO                   ;http://dx.doi.org/10.1002/chem.201700660;28384393.0
325;5U9U;relative of another de novo design;DE NOVO PROTEIN             ;18-DEC-16;L.RUCKTHONG,J.A.STUCKEY,V.L.PECORARO                                 ;http://dx.doi.org/10.1002/chem.201700660;28384393.0
326;5UGK;small, non-systematic, and other;METAL BINDING PROTEIN          ;09-JAN-17;M.LEE,T.WANG,O.V.MAKHLYNETS,Y.WU,N.POLIZZI,H.WU,P.M.GOSAVI,           I.V.KORENDOVYCH,W.F.DEGRADO,M.HONG                                  ;http://dx.doi.org/10.1073/pnas.1706179114;28566494.0
327;5UXT;relative of another de novo design;DE NOVO PROTEIN             ;23-FEB-17;M.S.SMITH,W.M.BILLINGS,F.G.WHITBY,M.B.MILLER,J.L.PRICE               ;http://dx.doi.org/10.1039/c7ob01198a;28678274.0
328;5V2G;original de novo design;DE NOVO PROTEIN             ;03-MAR-17;B.DANG,H.WU,V.K.MULLIGAN,M.MRAVIC,Y.WU,T.LEMMIN,A.FORD,D.SILVA,       D.BAKER,W.F.DEGRADO                                                 ;http://dx.doi.org/10.1073/pnas.1710695114;28973862.0
329;5V2O;relative of another de novo design;DE NOVO PROTEIN             ;06-MAR-17;B.DANG,H.WU,V.K.MULLIGAN,M.MRAVIC,Y.WU,T.LEMMIN,A.FORD,D.SILVA,       D.BAKER,W.F.DEGRADO                                                 ;http://dx.doi.org/10.1073/pnas.1710695114;28973862.0
330;5VSG;small, non-systematic, and other;DE NOVO PROTEIN             ;11-MAY-17;S.MONDAL,M.R.SAWAYA,D.S.EISENBERG,E.GAZIT                            ;http://dx.doi.org/10.1021/jacs.8b10289;30532955.0
331;5UYO;original de novo design;DE NOVO PROTEIN             ;24-FEB-17;A.LEMAK,G.J.ROCKLIN,S.HOULISTON,L.CARTER,T.M.CHIDYAUSIKU,D.BAKER,     C.H.ARROWSMITH                                                      ;http://dx.doi.org/10.1126/science.aan0693;28706065.0
332;5UOI;original de novo design;DE NOVO PROTEIN             ;31-JAN-17;S.HOULISTON,G.J.ROCKLIN,A.LEMAK,L.CARTER,T.M.CHIDYAUSIKU,D.BAKER,     C.H.ARROWSMITH                                                      ;http://dx.doi.org/10.1126/science.aan0693;28706065.0
333;5UP1;original de novo design;DE NOVO PROTEIN             ;01-FEB-17;S.HOULISTON,G.J.ROCKLIN,A.LEMAK,L.CARTER,T.M.CHIDYAUSIKU,D.BAKER,     C.H.ARROWSMITH                                                      ;http://dx.doi.org/10.1126/science.aan0693;28706065.0
334;5UP5;original de novo design;DE NOVO PROTEIN             ;01-FEB-17;S.HOULISTON,G.J.ROCKLIN,A.LEMAK,L.CARTER,T.M.CHIDYAUSIKU,D.BAKER,     C.H.ARROWSMITH                                                      ;http://dx.doi.org/10.1126/science.aan0693;28706065.0
335;5VID;original de novo design;TOXIN                  ;15-APR-17;R.JIN,K.LAM,G.YAO                                                    ;http://dx.doi.org/10.1038/nature23912;28953867.0
336;5VLI;original de novo design;VIRAL PROTEIN/DE NOVO PROTEIN      ;25-APR-17;S.M.BERNARD,I.A.WILSON                                               ;http://dx.doi.org/10.1038/nature23912;28953867.0
337;5VMR;original de novo design;TOXIN                  ;28-APR-17;R.JIN,K.LAM,G.YAO                                                    ;http://dx.doi.org/10.1038/nature23912;28953867.0
338;5VTE;original de novo design;DE NOVO PROTEIN             ;16-MAY-17;R.K.SPENCER,A.I.HOCHBAUM                                             ;http://dx.doi.org/10.1021/acs.biochem.7b00756;28876052.0
339;5W0J;relative of another de novo design;DE NOVO PROTEIN             ;30-MAY-17;R.K.SPENCER,A.I.HOCHBAUM                                             ;http://dx.doi.org/10.1021/acs.biochem.7b00756;28876052.0
340;5WLJ;relative of another de novo design;DE NOVO PROTEIN             ;27-JUL-17;S.-Q.ZHANG,L.LIU,W.F.DEGRADO                                         ;http://dx.doi.org/10.1021/jacs.7b08261;29249157.0
